"biz_rest.business_id" "biz_rest.stars" "biz_rest.longitude" "biz_rest.latitude" "biz_rest.state" "biz_rest.attributes..Take.out." "biz_rest.attributes..Takes.Reservations." "biz_rest.attributes..Wi.Fi." "biz_rest.attributes.Caters"
"10457" "uyQ0mDz0OKEgUkBKWIl3og" 3.5 -112.2350274 33.6353549 "AZ" TRUE TRUE "no" TRUE
"10465" "O9n4xeNjugFIYZtvj7wlbw" 1.5 -111.9397916 33.4225456 "AZ" TRUE FALSE "no" FALSE
"10466" "9d4i9ssv0XAc2I93ZgH5-Q" 4 -112.3920308 33.4640662 "AZ" TRUE FALSE "no" TRUE
"10467" "uJczFcnoK8f9uWgtb0hFGw" 3.5 -88.1904771 40.0816775 "IL" TRUE TRUE "no" FALSE
"10468" "6TWRuHn24DL6vnW8Uyu4Vw" 4 -112.1129733 33.7150071 "AZ" TRUE FALSE "no" TRUE
"10470" "ealuKGLqWQ8VsOU12hq4sA" 3 -111.955643 33.442375 "AZ" TRUE FALSE "no" TRUE
"10471" "Kfbs3K37ZczrOQnoxgzNkw" 2 -111.959335 33.34962 "AZ" TRUE FALSE "no" TRUE
"10472" "V7-f6dE87cNga5dSJ4CuZw" 4 -115.2924059 36.1568895 "NV" TRUE TRUE "free" TRUE
"10473" "-jbmBxIHXePbW_0PhqodIQ" 3.5 -115.144061 36.171235 "NV" TRUE FALSE "free" FALSE
"10475" "9Ep4sguv3HH_8lWyzSogjw" 4 -111.9268582 33.5808348 "AZ" TRUE FALSE "free" TRUE
"10476" "4xqEcCOJ4eEiedUZPE3_xw" 3.5 -80.7565642 35.3093881 "NC" TRUE FALSE "no" TRUE
"10477" "UD0zvmqyefhV0O0PCJ_qJw" 4 -80.7382123 35.3179345 "NC" TRUE FALSE "no" FALSE
"10480" "GpiGCaQowBfka69vLaKE5g" 4 -80.738819 35.327245 "NC" TRUE TRUE "no" TRUE
"10481" "XtQgLRofbvrivJyinGZtkQ" 4 -79.9473993 40.4541927 "PA" TRUE FALSE "no" TRUE
"10483" "cagiC2yJUldq4YKHM68Tag" 2.5 -80.7275831 35.3743313 "NC" TRUE FALSE "free" TRUE
"10484" "JfdDA_B4J8WpRdpliWkdgw" 4 -80.7389116287231 35.328676128551 "NC" TRUE FALSE "no" TRUE
"10487" "mW1gB2DmBe__AEVgCoTgjw" 3 -112.0473373 33.4654674 "AZ" TRUE FALSE "no" TRUE
"10489" "F1qVJwZrwzHc0OjolMPK_g" 3 -111.842356 33.3027643 "AZ" TRUE FALSE "free" FALSE
"10490" "WtCsHjZVF83TNTieRkFxZw" 4.5 -111.7561394 33.3674505 "AZ" TRUE FALSE "no" TRUE
"10491" "sb4wU69LkCtC6Axqcd34WQ" 3.5 -111.926973 33.527709 "AZ" TRUE TRUE "no" TRUE
"10492" "wQ3klyJeDhIQUIZS2X5r7Q" 4 -80.016282 40.452258 "PA" TRUE TRUE "no" FALSE
"10493" "nB3pytYdmzKWfNtXyfNrpQ" 4.5 -112.036967 33.6059421 "AZ" TRUE FALSE "no" TRUE
"10494" "ZY2ipPFrt46kjigW0qbRVg" 3 -115.1615956 36.1374016 "NV" TRUE FALSE "no" FALSE
"10495" "K5Ma37TlDL9Jw0DJlhASHQ" 3.5 -111.71108 33.318392 "AZ" TRUE FALSE "no" FALSE
"10497" "-tBiXT917wKlr6n9wSqViw" 4 -111.74171169729 33.307325126378 "AZ" TRUE TRUE "no" FALSE
"10498" "RLjA7TBXJfyqDfPuVCcrtQ" 3.5 -111.9730855 33.5288312 "AZ" FALSE TRUE "no" TRUE
"10500" "250I2C80JTgVwE23IPylHQ" 4 -111.8412133 33.3135537 "AZ" TRUE FALSE "no" TRUE
"10504" "nDuny57RqmKpYZB1lNxpzw" 4 -80.8772267 35.0814977 "NC" TRUE TRUE "free" TRUE
"10505" "h7yZDZCh4vV33qePhwde3A" 3.5 -115.04741795361 36.0265658050776 "NV" TRUE FALSE "no" TRUE
"10507" "c2lZc0G8CGKZMuogYlPYhQ" 4 -80.830426 35.213747 "NC" TRUE FALSE "no" TRUE
"10508" "nhEkFy7LrIZuIXZJCxl8Zw" 4 -80.82628 35.213721 "NC" TRUE FALSE "no" TRUE
"10509" "Qb0n61e_lsMmFuwwktjmjw" 4 -111.9953819 33.4483495 "AZ" TRUE FALSE "no" FALSE
"10510" "VumF-JLfeUxfvBdt9JQ_lQ" 4.5 -115.1086551 36.0015884 "NV" TRUE TRUE "no" FALSE
"10512" "wH9WtaTlrRawH_IpK90RPg" 3.5 -111.9203705 33.5008947 "AZ" TRUE FALSE "free" FALSE
"10513" "IiO3DQj5lHtbOeXmdyd7wA" 3 -80.7088009 35.366203 "NC" TRUE FALSE "free" FALSE
"10514" "81ytc4fGFBqkN3HtEon9qA" 2.5 -115.145479850471 36.169390509243 "NV" TRUE TRUE "no" FALSE
"10516" "yyuy1kimJHK2RsizjvgUNQ" 3 -112.0375052 33.509693 "AZ" TRUE FALSE "no" FALSE
"10526" "jCaQauhwHFyjOSlCutqUnA" 2.5 -112.166459 33.378921 "AZ" TRUE FALSE "no" TRUE
"10527" "amQir2cEG2MV625L0dE8aQ" 3.5 -111.8977298 33.3201965 "AZ" TRUE FALSE "free" TRUE
"10528" "buOw4-D2dVxOS_DOC4q8OQ" 2.5 -79.9156515 40.408932 "PA" TRUE TRUE "free" FALSE
"10529" "AlvGCHZX0n5puR9eZSZ4lg" 3 -79.915697 40.4100064 "PA" TRUE FALSE "no" FALSE
"10532" "adPVJMkRrS8_3VHQKw5-qw" 4 -112.0477155 33.449528 "AZ" TRUE FALSE "no" FALSE
"10533" "winRNt7prallDbpaDMS9Ig" 4 -111.7433091 33.3102901 "AZ" TRUE TRUE "no" FALSE
"10534" "uck7Ak83gz2ejesPzMLTBQ" 3.5 -115.2445146 36.2183699 "NV" TRUE TRUE "no" TRUE
"10537" "e8FMAuTswDueAlLsNyLhcA" 4 -111.926461 33.494238 "AZ" TRUE FALSE "free" FALSE
"10538" "0jLy2J-6omAKhBDzrNHj9g" 2 -115.139957190491 36.0866848860144 "NV" TRUE FALSE "no" FALSE
"10539" "kwEQ3uY9Jwmknb5kNg3UlA" 4 -115.17033 36.123618 "NV" TRUE TRUE "no" FALSE
"10541" "2jeEgmAXqxuHXw0K0kpBWA" 4 -80.0738196549225 40.3911665049617 "PA" TRUE FALSE "no" FALSE
"10542" "fsnP0vhcKbB4EfGeCmR8sA" 3 -115.046634078026 36.0670561783089 "NV" TRUE FALSE "no" TRUE
"10545" "nVyL22lcEZoUNoAMgfKOyQ" 4 -79.9830149 40.4517538 "PA" TRUE FALSE "no" TRUE
"10547" "zBM9uW6oesXcDhuwCQWSEg" 3.5 -115.186586380005 36.1154821709477 "NV" TRUE FALSE "no" FALSE
"10548" "W4_XepgslfUN-8j3iYAXwg" 4 -115.062655 36.1608317 "NV" TRUE FALSE "no" FALSE
"10550" "Xi1AxyoKZ37PGzorOh9Ing" 3.5 -111.9918702 33.2664769 "AZ" FALSE TRUE "no" FALSE
"10551" "OE5nAmaSVaopeRS1Cs9Kuw" 4 -111.926437 33.5299053 "AZ" FALSE TRUE "no" FALSE
"10557" "VxL-VuW315nJwrFG7nojWQ" 3 -80.8495714 35.1752118 "NC" TRUE FALSE "no" FALSE
"10559" "HBfqS7Os3_57hWhlGXrPsA" 2.5 -115.2910289 36.1757303 "NV" FALSE FALSE "no" FALSE
"10560" "9vhGblDXvWM_6q_kWdfInA" 3.5 -111.9912875 33.7515256 "AZ" TRUE TRUE "no" TRUE
"10562" "KKNaAQNJmJI6bKxycsuSZw" 2.5 -111.5825266 33.249253 "AZ" TRUE FALSE "no" TRUE
"10563" "jMzuQy104M0KU6uhdffsaQ" 3 -112.096467018127 33.7128455920235 "AZ" TRUE TRUE "no" TRUE
"10564" "t2xSPRbFenItqGNzgEMWcw" 3.5 -80.876766 35.177329 "NC" TRUE FALSE "no" FALSE
"10566" "mwiNm868yAo8Xh8hO7Ke_Q" 4 -112.335666 33.461736 "AZ" TRUE FALSE "no" TRUE
"10567" "QIUrEVjI6aCtAeM6SW-uiA" 3.5 -73.5832256 45.5186838 "QC" TRUE TRUE "no" FALSE
"10569" "l_qgSgZfarlgVjYy6NybPw" 4.5 -115.2069481 35.9953175 "NV" TRUE TRUE "no" TRUE
"10576" "yoKSEePEdwJD4t_Vz5iXVw" 3 -115.138027116109 36.0815933874832 "NV" TRUE FALSE "no" FALSE
"10578" "JRzrqJmsQ5AZ4bMQLUfyHg" 4 -111.95738 33.347591 "AZ" TRUE TRUE "no" TRUE
"10579" "_-VPCIdtP19HQI7CcsfVTA" 4.5 -111.563267909934 33.162548623656 "AZ" TRUE FALSE "no" TRUE
"10582" "sWCH3c8XxBrF7aODVgQeQw" 4.5 -112.1029346 33.5239086 "AZ" TRUE FALSE "no" TRUE
"10584" "rpjy7jGHZMFGQ5gNLxOIyQ" 2 -115.2304131 36.2576752 "NV" FALSE FALSE "no" FALSE
"10586" "ky_i0FKSIOHEOmu5OAKC1w" 2.5 -115.1898805 36.1956979 "NV" FALSE FALSE "free" FALSE
"10587" "hh2lP4_2N-tk_OxmaTf_qA" 4 -111.951827 33.502221 "AZ" TRUE TRUE "no" FALSE
"10589" "gc_nRBbdk4OFWlY9ztz6tw" 4 -73.5846791 45.4910277 "QC" TRUE FALSE "no" FALSE
"10595" "LMD-f6FMz8lF8QeSlie5kQ" 4.5 -79.9820206 40.4523578 "PA" TRUE FALSE "free" TRUE
"10596" "SYQZYLs0lWuAjVFdUkdcOg" 2.5 -80.7717311382294 35.3168235591508 "NC" TRUE TRUE "no" FALSE
"10600" "Lbue8gqRiBPEnA7g7H1qdw" 4 -111.97869926471 33.6780427039147 "AZ" TRUE TRUE "free" FALSE
"10602" "m14pIWedGiHi9_aWAIXEew" 4 -111.969566345215 33.640347560124 "AZ" TRUE FALSE "no" FALSE
"10603" "Tn2AwkyK9T-N7D9lZFAVpw" 3.5 -112.350608669221 33.638092177299 "AZ" TRUE TRUE "no" TRUE
"10604" "ywwnswdMkIjYj46qLsNG2w" 3.5 -115.2311991 36.2371631 "NV" TRUE TRUE "free" TRUE
"10606" "0_vMnSRqc5aZUg1eBk3l2g" 3 -111.901867389679 33.4341094982183 "AZ" TRUE FALSE "free" TRUE
"10608" "J9vvI2SEhy7yWnNPeVPdRw" 4 -111.563998 33.407338 "AZ" TRUE FALSE "no" TRUE
"10609" "NIhU6hRAjGQyzPMds5lkSg" 4 -111.864190686602 33.4356478854534 "AZ" TRUE FALSE "no" FALSE
"10612" "vzjxe7mMtwlxIA9aBlxKfQ" 4 -80.6953351 35.1194472 "NC" TRUE FALSE "no" TRUE
"10615" "n41YZ3oDpcxjlnwJwzPXew" 2.5 -73.8350737 45.4732526 "QC" TRUE FALSE "no" TRUE
"10616" "5AKTjYSVTT4z_yWmTMrEXA" 4.5 -115.1520552 36.0428966 "NV" FALSE TRUE "free" FALSE
"10618" "3AlN2XZ0I0F8650y2yjLWA" 4 -115.165913 36.127516 "NV" FALSE TRUE "no" FALSE
"10620" "JsPe2EU2oP5eGyEkX1tYLw" 4.5 -115.302057154477 36.100634326024 "NV" TRUE FALSE "no" FALSE
"10621" "fwcoLKfZYMH6nZbAaeD6sw" 4 -115.165779185282 36.1287863966039 "NV" TRUE TRUE "no" FALSE
"10622" "-9pVS__IliMA2aNEYzrQrg" 3 -111.919817 33.500169 "AZ" TRUE TRUE "free" FALSE
"10624" "NWN9J0ehlwqVFXiBl4j5EQ" 4 -115.0570679 36.1085525 "NV" FALSE TRUE "no" TRUE
"10626" "GZtEs_bIcMe8sxJFwZn1XQ" 3 -115.0570679 36.1085525 "NV" TRUE FALSE "no" FALSE
"10627" "k_beT1jtJAZpheihkparfw" 4 -115.090381 36.024612 "NV" FALSE TRUE "no" FALSE
"10628" "h16e3XoDeeNdWjOT7JtRnw" 3.5 -115.178472 36.28633 "NV" TRUE FALSE "free" FALSE
"10632" "3cSnc2Ts0GckC9QRvlQbKA" 3.5 -115.192880854011 36.1163540204432 "NV" TRUE FALSE "no" FALSE
"10634" "9c_9SX-7hB7HW8KatQbD8g" 3 -115.174196 36.011426 "NV" TRUE FALSE "no" FALSE
"10635" "knnz8FU27BMU4jcQBFR_6Q" 3.5 -73.587509 45.5190551 "QC" TRUE FALSE "no" FALSE
"10639" "N_xmefo_3IIGa7ovAwH78Q" 2.5 -112.034410616959 33.4952205300361 "AZ" TRUE FALSE "no" FALSE
"10642" "vBDVxjMtXzZ8GUhV-1L3Jw" 3 -111.9783046 33.6034411 "AZ" TRUE TRUE "no" FALSE
"10643" "UxiSHVZxMdey7vRwm1fQyA" 4 -111.924067 33.579782 "AZ" TRUE TRUE "no" TRUE
"10644" "K8dQr_82-DMpDudEv8PDmw" 4.5 -115.11687 36.072421 "NV" TRUE FALSE "free" FALSE
"10645" "RhqrOvy6Zr8vn5pJ9PkF1A" 3.5 -115.166312 36.12757 "NV" TRUE TRUE "no" FALSE
"10646" "pkTf45JzlYOThKKIfjQJqg" 2 -112.3591292 33.6101788 "AZ" TRUE FALSE "free" FALSE
"10650" "ESlu79Th0bWSPqtPh5rWHA" 4.5 -115.0801061 36.1670439 "NV" TRUE FALSE "no" TRUE
"10653" "1Um4m8FKQHyDFXEbHxmZuA" 3 -80.842187 35.225324 "NC" TRUE TRUE "free" FALSE
"10654" "t65wgP7lQrCqxjBpMwOdbw" 4 -115.1657996 36.1268238 "NV" FALSE TRUE "no" FALSE
"10655" "uAv2nIoLVQYYdeXHo5X9FQ" 3.5 -80.824515 35.117117 "NC" TRUE TRUE "free" TRUE
"10657" "UYQJGqZtAOhkSFVxWHdPgw" 4 -73.5598012 45.5079095 "QC" TRUE FALSE "no" FALSE
"10658" "_AvHni-xdRHmZ3XfYHwGkg" 4 -111.92655 33.506543 "AZ" FALSE TRUE "free" TRUE
"10659" "dAMoHX6zBR4uvwKx6SetmQ" 3 -115.2910289 36.1757303 "NV" FALSE FALSE "paid" FALSE
"10660" "6AmBMN_8KBxjFii4inppJw" 2.5 -115.2188254 36.1259475 "NV" TRUE FALSE "no" FALSE
"10661" "kALWQ76kSTrt_WhdjLAs3g" 2.5 -115.118622 36.115194 "NV" TRUE FALSE "no" FALSE
"10663" "QFmcDvpO1qLbSMtmddxF2Q" 3 -115.3077909 36.1138449 "NV" TRUE TRUE "no" TRUE
"10666" "cHBtAzDjkNBrfIDR_4PWQQ" 3.5 -112.3614479 33.6582332 "AZ" TRUE TRUE "no" TRUE
"10667" "IEa3NRZ_TvJA7dCP-P6SFg" 3 -114.9600657 36.0132614 "NV" TRUE FALSE "no" TRUE
"10668" "y8a480EiwWikqlR1inkGxg" 3.5 -111.9285013 33.3792532 "AZ" TRUE FALSE "free" TRUE
"10669" "SrE7xFFpmYqXW5yrjCvL-A" 4 -3.1942713 55.934891 "EDH" TRUE TRUE "free" FALSE
"10670" "E0f8jFeNaL8ARG-vq3apVA" 3.5 -112.0069893 33.4354634 "AZ" TRUE FALSE "free" FALSE
"10671" "qKveGgmo0xRqNVf60ww3_g" 4 -3.2095683 55.9357223 "EDH" TRUE FALSE "no" TRUE
"10674" "jWGm_Wol4qHyi6OHv2dqUA" 3.5 -115.1722594 36.0410251 "NV" TRUE FALSE "no" TRUE
"10675" "Yc7bG_GFcu9psqjukJ0RpA" 3.5 -80.9780796 35.0377293 "SC" TRUE TRUE "no" TRUE
"10676" "euSK0uPFinytVDR_UROMTA" 2.5 -112.0573494 33.5382586 "AZ" TRUE FALSE "free" TRUE
"10682" "dpYdTnCG4b_qiA0S_TKzjg" 4 -111.7224062 33.306928 "AZ" TRUE FALSE "no" FALSE
"10683" "et-odMgalfrBGzhuMWoy3Q" 2 -115.150543941965 36.0831699078845 "NV" TRUE FALSE "no" FALSE
"10685" "XY3aIm-0PZMXXkVKECD7uw" 4.5 -79.9818084 40.452314 "PA" TRUE FALSE "no" TRUE
"10687" "xmtKVO7C7KYVqMBe2eQq3A" 3 -111.742925 33.308734 "AZ" TRUE FALSE "no" FALSE
"10689" "w14UHRCdBWDTBhWoRq1emw" 3.5 -115.251761 36.061812 "NV" TRUE TRUE "no" TRUE
"10694" "CBumPtpjISns8paiSwtlLw" 3 -115.1676 36.103295 "NV" TRUE FALSE "no" FALSE
"10698" "c_ViLMuxHZ92JWv2BCyr7w" 4 -115.194775553799 36.1258351341573 "NV" TRUE TRUE "no" TRUE
"10700" "tirnCFwpur4bdtBizlUAnQ" 2 -115.320321 36.159417 "NV" TRUE FALSE "free" FALSE
"10703" "6FGwEHnoD-mM-PiXrhxOlw" 4 -112.0036214 33.3165959 "AZ" TRUE FALSE "no" TRUE
"10707" "ix0DXMpqXzT1JBDfeYuvEA" 3.5 -111.74390364307 33.308653617857 "AZ" TRUE FALSE "free" TRUE
"10709" "hF0p0dYtDqOfDyKTVUeGZA" 3.5 -112.3504684 33.4508902 "AZ" TRUE FALSE "no" FALSE
"10710" "7xvtZviJ750uDW2O3KR9tA" 4 -115.1020992 36.1448234 "NV" TRUE FALSE "no" FALSE
"10711" "jSmkZ87M4Ivv7aw_ytOuHw" 4 -80.736735 35.135054 "NC" TRUE FALSE "no" FALSE
"10712" "Up7ZFJm8iCys4VBAgDhVnQ" 3.5 -80.7154023 35.3657044 "NC" TRUE TRUE "no" TRUE
"10713" "iU_UJZYFr1UjOecE57pgoQ" 3.5 -3.1947532 55.9480485 "EDH" FALSE FALSE "free" TRUE
"10714" "XeoeF0twXRV4mUZJgIjc8A" 3.5 -111.9060007 33.6717895 "AZ" TRUE TRUE "no" TRUE
"10716" "tRnSOlzkJd88eMfji2YZOg" 3.5 -73.6125141 45.4722384 "QC" TRUE FALSE "free" FALSE
"10717" "bCRrLdBLel3y73tA8w6C3Q" 2.5 -115.177875 36.11706 "NV" TRUE TRUE "no" FALSE
"10718" "7fuiTVuFt7CTAQRpFQf8DA" 3 -115.282385243395 36.3025669071241 "NV" TRUE FALSE "no" TRUE
"10720" "hClURGksF_tnB1kFut9zPg" 3 -73.6151464 45.4708946 "QC" TRUE FALSE "no" FALSE
"10721" "RhbOa-Ft3sZB4B_1j5LfyA" 4.5 -115.207338 36.088774 "NV" TRUE FALSE "free" FALSE
"10722" "vARjqeIkSNsazHltujiq4Q" 4.5 -111.876051127911 33.3626997846837 "AZ" TRUE FALSE "no" TRUE
"10724" "yxmvnNLJquL6EBBlBr1x_w" 4.5 -112.1508229 33.5834916 "AZ" TRUE FALSE "free" TRUE
"10725" "FKUr60rmeTG9i_1EIisgkQ" 3.5 -73.5802893 45.4931101 "QC" TRUE FALSE "no" FALSE
"10727" "9cmq0_NV08ejfNsSgr2c-Q" 4.5 -112.186721 33.581473 "AZ" TRUE FALSE "free" TRUE
"10729" "WwTK9w1qu4h28a63gFz25A" 3.5 -111.966884476196 33.6856662379686 "AZ" FALSE TRUE "no" FALSE
"10730" "3wvt02K8Q4tZx0OImekCTg" 3.5 -79.996777 40.440513 "PA" FALSE TRUE "no" FALSE
"10732" "uIDdneARsmwPLebKrwMtBw" 4 -111.7593107 33.3063001 "AZ" TRUE FALSE "no" TRUE
"10733" "MbDVN4XV8c5PB8i4hgWP8g" 3.5 -3.1887591378204 55.9512043823607 "EDH" FALSE TRUE "free" FALSE
"10734" "6cy2C9aBXUwkrh4bY1DApw" 4 -112.0449657 33.494661 "AZ" TRUE FALSE "no" FALSE
"10736" "wl51t6lT7leiX64SlkOx6g" 4 -111.9788382 33.6758628 "AZ" TRUE FALSE "no" TRUE
"10738" "bKr2DfxkmVNSWM2ZrjMT_A" 2.5 -112.2231487 33.4795886 "AZ" TRUE FALSE "no" FALSE
"10740" "qwayH4zK9h9iC5HyUJt_PQ" 4 -80.772112 35.317732 "NC" TRUE FALSE "no" FALSE
"10742" "J7DYRCtU9Tdtja5c7k1sjQ" 2.5 -112.359038070639 33.6391525305005 "AZ" TRUE FALSE "free" FALSE
"10744" "8lHJm7hAlfsUNbVb3YaSMA" 4 -111.966489 33.30547 "AZ" TRUE FALSE "free" TRUE
"10746" "58HvoHMI1ZbgQoonPWHXsw" 3.5 -111.9799078 33.7982003 "AZ" TRUE FALSE "no" TRUE
"10747" "NBwPgX7L2D-EZedgo3A-pw" 3.5 -112.0481559 33.6402988 "AZ" TRUE FALSE "no" TRUE
"10749" "0lP8Y9-51l7LydplYtDfBg" 4 -73.577158094525 45.529818962798 "QC" FALSE TRUE "no" FALSE
"10750" "lytsOcdjCk9KTf20eHbBFQ" 2 -115.139198370418 36.0828221334872 "NV" TRUE FALSE "no" FALSE
"10751" "uVIbi8prW0_zKkX3Cf0FOQ" 3 -112.3583333 33.493659 "AZ" TRUE FALSE "no" FALSE
"10752" "JQrF4iHYZkF5IBTvOQBpIw" 3 -89.438346052091 43.075353530641 "WI" TRUE TRUE "no" FALSE
"10753" "Pi195u1UJdTnNEsaR2Y7yA" 4 -80.046931 40.393774 "PA" TRUE TRUE "free" FALSE
"10755" "LVUQqdy6sGRXO7UJqhC8-A" 4 -115.0918871 36.1143211 "NV" TRUE FALSE "no" FALSE
"10757" "mDOBApO3-M2024kWjhMNDg" 3.5 -80.002168 40.443358 "PA" TRUE FALSE "no" FALSE
"10762" "KleJUKZjGFFhybrcpZIyHQ" 4.5 -111.948576 33.832656 "AZ" TRUE FALSE "no" TRUE
"10769" "PlUIAROWvdsM0KQV7IIqqA" 2 -112.184968 33.6107318 "AZ" TRUE TRUE "no" TRUE
"10771" "Q1cSwGiy-RU9XXf9T7HqRw" 2.5 -112.3588992 33.6447773 "AZ" TRUE FALSE "no" FALSE
"10774" "bgKZqrB85ecmHSkYWHwy2w" 4 -111.8342047 33.584274 "AZ" TRUE TRUE "no" TRUE
"10777" "YLLgpK6W2JSO4QLT-LM2Fw" 3 -115.2772047 36.3067315 "NV" TRUE FALSE "free" FALSE
"10779" "JBqnbJyOA2q_wtJ8xuWvUQ" 4 -115.0502202 36.0224814 "NV" TRUE TRUE "no" TRUE
"10780" "AsX-6ECbV83zGJLUVMre9w" 4 -112.332821 33.492053 "AZ" TRUE TRUE "free" TRUE
"10781" "Jo2Oodau9nuha0hLdc_zAA" 4 -79.950005 40.462513 "PA" FALSE TRUE "no" TRUE
"10782" "c2KtIwcnEh99YWZsRgq4zQ" 2.5 -89.492176 43.093505 "WI" TRUE FALSE "no" FALSE
"10783" "fO4Da8qQtt7pH1WmLWRPvg" 3.5 -115.1353046 36.0101596 "NV" TRUE FALSE "no" TRUE
"10784" "8Gmjirpg6V_a2u0K4In6Iw" 3.5 -111.78911 33.280287 "AZ" TRUE TRUE "no" TRUE
"10785" "_EUbTaB4OUWoIcC6wc8_8g" 3.5 -111.75432 33.3941329 "AZ" TRUE FALSE "no" FALSE
"10786" "eRu1OoBfgGb8Js_BsCkgNA" 3.5 -89.277587 43.189194 "WI" TRUE FALSE "no" FALSE
"10787" "14K90G-hbfk795NY7cKxMA" 4 -111.7573191 33.3072503 "AZ" TRUE FALSE "free" FALSE
"10788" "sJxTGpYzpN14aG0_pbc0kA" 3 -112.2558148 33.5650592 "AZ" TRUE TRUE "no" FALSE
"10790" "DXut5Gke7XM6oAvoFahFNg" 2.5 -115.230569 36.159674 "NV" TRUE FALSE "free" FALSE
"10792" "r9qTBqmKG4TCb4IE6NcVXQ" 3 -89.5264075 43.0731051 "WI" FALSE FALSE "no" FALSE
"10793" "Vak7jP7fu6LUxQDZmSZE3g" 2.5 -111.8905049 33.3202869 "AZ" TRUE FALSE "free" TRUE
"10795" "VkPzsY09S4zO0XqhA1mc6Q" 4.5 -115.278172542544 36.041815935976 "NV" TRUE TRUE "no" TRUE
"10796" "TxDKDFQ3ovgzTaNcqKf2Uw" 4 -112.1342315 33.3894264 "AZ" TRUE FALSE "no" TRUE
"10797" "0KNRmt72IWxI1JLpfpLwSA" 3.5 -80.815427 35.062252 "NC" TRUE TRUE "free" TRUE
"10798" "NbqbD0vR84L3VN59J41ePg" 3.5 -115.1889467 36.0774591 "NV" TRUE FALSE "no" TRUE
"10799" "Ul1mS4EA2Q8DGyLB7gQXJA" 4 -111.859773 33.2747543 "AZ" TRUE FALSE "no" TRUE
"10800" "2UUkXa45Vgk_TfCP6kmfSw" 3.5 -79.969064 40.427409 "PA" TRUE FALSE "free" FALSE
"10801" "zDfaNgSYLn-TwquB5A6AaA" 3.5 -111.9265922 33.3491162 "AZ" TRUE FALSE "free" FALSE
"10802" "YSFS4VOR4-cgvijfq6gmxw" 3 -115.276246 36.21907 "NV" TRUE FALSE "no" TRUE
"10803" "uR96BDuI8YR7gqbc-Ncg9A" 4.5 -115.1179542 36.0996917 "NV" TRUE FALSE "no" TRUE
"10804" "eKzME8Ax_RHe1f0YmXD8tg" 3.5 -88.204989 40.1132101 "IL" TRUE FALSE "no" TRUE
"10805" "ttLtsY1S2Angj6hvEdzwDQ" 3.5 -111.963375202186 33.6753261877659 "AZ" FALSE FALSE "no" FALSE
"10806" "1621ir5mjVgbHwxCbMAEjg" 3.5 -111.925231 33.421712 "AZ" TRUE TRUE "no" TRUE
"10809" "rvHy0q0Gnqxy3G87BNluaQ" 3.5 -112.3625662 33.6382228 "AZ" TRUE TRUE "no" TRUE
"10810" "-mLcpJYfX8tw8LR9bq018w" 2.5 -112.0459503 33.0692811 "AZ" TRUE FALSE "no" FALSE
"10811" "4NO82pvv4EVXPlPp0ufwqQ" 4 -80.709297 35.366532 "NC" TRUE FALSE "free" FALSE
"10813" "iixLYn4-HwBUvgS4wQmQKQ" 3 -115.194370485842 36.1165888412528 "NV" FALSE FALSE "no" FALSE
"10814" "qZEYgONHPn3B-ZobPSaONA" 3.5 -112.39048 33.4644569 "AZ" TRUE TRUE "no" TRUE
"10815" "SkiQh32UtfsRBj_l7cGwOQ" 3 -112.02967 33.4866 "AZ" TRUE FALSE "free" FALSE
"10816" "kGhwcN6hgxeJEZtNrKJnpg" 4 -80.015066 40.432386 "PA" TRUE FALSE "free" FALSE
"10818" "nPjEhnjfqbno8J2qgTjfPQ" 4 -80.875811 35.159827 "NC" TRUE FALSE "no" FALSE
"10819" "FAencdv8yZkYi1YGdX1dcw" 2.5 -115.291215 36.168723 "NV" TRUE FALSE "paid" FALSE
"10820" "H8MNEORY5wNTC1lQ-p9BuQ" 4 -115.1157458 36.1298281 "NV" TRUE TRUE "no" TRUE
"10821" "i0sMoNwiNAo1--AsZJ3Nlw" 3.5 -111.9699851 33.4802258 "AZ" TRUE FALSE "no" TRUE
"10824" "RCreCD-8sqSljl7hlzjU0Q" 2.5 -111.880204 33.5810432 "AZ" TRUE FALSE "free" TRUE
"10825" "RSIWC7s6Mq3FCTKxuapd8Q" 3.5 -88.232373 40.110554 "IL" TRUE FALSE "free" TRUE
"10826" "XHr5mXFgobOHoxbPJxmYdg" 4 -112.065512 33.5763327 "AZ" TRUE FALSE "free" TRUE
"10827" "chFzObJSoxAbVlFfgk5JRg" 4 -111.6875461 33.3220986 "AZ" TRUE FALSE "no" FALSE
"10830" "H3oNY9CnCwqHTU5QMHEdew" 4 -111.642785 33.279079 "AZ" TRUE TRUE "no" TRUE
"10835" "6qC2ATU4rVRRTKI-SScQOQ" 3.5 -111.74222588592 33.30780702258 "AZ" TRUE TRUE "free" FALSE
"10836" "88mPrywH1ox-7ILDB0e2hw" 3 -80.856277 35.350387 "NC" TRUE TRUE "no" TRUE
"10837" "2-BP4L8inZ5CecmkLIT_eg" 4 -73.5542802 45.4990462 "QC" TRUE TRUE "no" FALSE
"10839" "M6aafMDJtR8folbqGgcepg" 3 -80.53408 43.472901 "ON" TRUE FALSE "free" TRUE
"10840" "91n02N35x38nvR1XH-jOAw" 3.5 -111.789033633324 33.2932612431425 "AZ" TRUE TRUE "no" TRUE
"10841" "kzYe-kI6mHvkYlBi-5Jigg" 3 -79.937173 40.4559349 "PA" TRUE FALSE "free" TRUE
